+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                   ;
+---------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                               ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_wi0_r0_delayr9                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo2_mtree_mult1_11_component|auto_generated ; 29    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_wi0_r0_delayr8                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo2_mtree_mult1_12_component|auto_generated ; 30    ; 0              ; 0            ; 0              ; 28     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_wi0_r0_delayr7                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_wi0_r0_delayr6                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo2_mtree_mult1_14_component|auto_generated ; 28    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_wi0_r0_delayr5                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo0_wi0_r0_delayr4_q_11                   ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_wi0_r0_delayr4                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo0_wi0_r0_delayr3_q_13                   ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo0_wi0_r0_delayr3_q_12                   ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_wi0_r0_delayr3                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo2_mtree_mult1_17_component|auto_generated ; 28    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo0_wi0_r0_delayr2_q_12                   ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_wi0_r0_delayr2                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo0_wi0_r0_delayr1_q_13                   ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo0_wi0_r0_delayr1_q_12                   ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_wi0_r0_delayr1                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo0_wi0_r0_phasedelay0_q_13               ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo0_wi0_r0_phasedelay0_q_12               ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core                                                   ; 27    ; 16             ; 0            ; 16             ; 114    ; 16              ; 16            ; 16              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst|BP_Filt_0002_ast_inst|intf_ctrl                                                                          ; 6     ; 1              ; 1            ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst|BP_Filt_0002_ast_inst|source                                                                             ; 103   ; 2              ; 3            ; 2              ; 103    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst|BP_Filt_0002_ast_inst|sink                                                                               ; 24    ; 0              ; 3            ; 0              ; 20     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst|BP_Filt_0002_ast_inst                                                                                    ; 24    ; 7              ; 0            ; 7              ; 103    ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt|bp_filt_inst                                                                                                          ; 21    ; 0              ; 0            ; 0              ; 99     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5|filt                                                                                                                       ; 21    ; 0              ; 0            ; 0              ; 99     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel5                                                                                                                            ; 62    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|out_signalram|altsyncram_component|auto_generated                                                                          ; 45    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|out_signalram                                                                                                              ; 45    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|delaybeamformer_inst|indexram_inst|altsyncram_component|auto_generated                                                     ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|delaybeamformer_inst|indexram_inst                                                                                         ; 12    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|delaybeamformer_inst                                                                                                       ; 50    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|outram|altsyncram_component|auto_generated                                                                                 ; 110   ; 0              ; 0            ; 0              ; 96     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|outram                                                                                                                     ; 110   ; 0              ; 0            ; 0              ; 96     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:gen_outp_blk:0:outp_blk                                          ; 38    ; 0              ; 5            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:gen_outp_blk:1:outp_blk                                          ; 38    ; 1              ; 5            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:gen_outp_blk:2:outp_blk                                          ; 38    ; 1              ; 5            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo0_compute_q_16                          ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_mtree_mult1_2_component|auto_generated  ; 28    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo0_wi0_r0_delayr15_q_11                  ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_mtree_mult1_5_component|auto_generated  ; 28    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_mtree_mult1_7_component|auto_generated  ; 30    ; 0              ; 0            ; 0              ; 28     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_mtree_mult1_8_component|auto_generated  ; 29    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo0_wi0_r0_delayr10_q_11                  ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_mtree_mult1_10_component|auto_generated ; 31    ; 0              ; 0            ; 0              ; 29     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_mtree_mult1_12_component|auto_generated ; 29    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo0_wi0_r0_delayr6_q_11                   ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_mtree_mult1_15_component|auto_generated ; 28    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo0_wi0_r0_delayr2_q_13                   ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_mtree_mult1_18_component|auto_generated ; 28    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo1_mtree_mult1_0_component|auto_generated  ; 33    ; 0              ; 0            ; 0              ; 31     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo1_sym_add8_q_12                         ; 20    ; 1              ; 0            ; 1              ; 17     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo1_mtree_mult1_3_component|auto_generated  ; 30    ; 0              ; 0            ; 0              ; 28     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo1_sym_add3_q_12                         ; 20    ; 1              ; 0            ; 1              ; 17     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo1_sym_add2_q_12                         ; 20    ; 1              ; 0            ; 1              ; 17     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo1_mtree_mult1_8_component|auto_generated  ; 29    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo0_wi0_r0_delayr18_q_12                  ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo0_wi0_r0_delayr18_q_11                  ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo1_sym_add0_q_14                         ; 20    ; 1              ; 0            ; 1              ; 17     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo0_wi0_r0_delayr19_q_12                  ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo0_wi0_r0_delayr19_q_11                  ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_wi0_r0_delayr19                         ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo2_mtree_mult1_1_component|auto_generated  ; 28    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_wi0_r0_delayr18                         ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo0_wi0_r0_delayr17_q_11                  ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_wi0_r0_delayr17                         ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo0_wi0_r0_delayr16_q_11                  ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_wi0_r0_delayr16                         ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo2_mtree_mult1_4_component|auto_generated  ; 28    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_wi0_r0_delayr15                         ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_wi0_r0_delayr14                         ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo0_wi0_r0_delayr13_q_11                  ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_wi0_r0_delayr13                         ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo2_mtree_mult1_7_component|auto_generated  ; 29    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_wi0_r0_delayr12                         ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_wi0_r0_delayr11                         ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo2_mtree_mult1_9_component|auto_generated  ; 31    ; 0              ; 0            ; 0              ; 29     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_wi0_r0_delayr10                         ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo0_wi0_r0_delayr9_q_11                   ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_wi0_r0_delayr9                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo2_mtree_mult1_11_component|auto_generated ; 29    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_wi0_r0_delayr8                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo2_mtree_mult1_12_component|auto_generated ; 30    ; 0              ; 0            ; 0              ; 28     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_wi0_r0_delayr7                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_wi0_r0_delayr6                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo2_mtree_mult1_14_component|auto_generated ; 28    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_wi0_r0_delayr5                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo0_wi0_r0_delayr4_q_11                   ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|u0_m0_wo0_wi0_r0_delayr4                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo0_wi0_r0_delayr3_q_13                   ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullbeamformer_inst|channel4|filt|bp_filt_inst|BP_Filt_0002_ast_inst|\real_passthrough:hpfircore_core|d_u0_m0_wo0_wi0_r0_delayr3_q_12                   ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
